producing_world_region,producing_sector_group,scope,indicator,unit,value,share_of_scope_pct
Denmark,Private travel,Outside protocol,blue_water_consumption,Mm3,0.0973758018470864,100.00000000000001
Denmark,Electricity,Scope 2,blue_water_consumption,Mm3,0.0503470420339812,56.63874997502239
Europe,Electricity,Scope 2,blue_water_consumption,Mm3,0.035859065858007154,40.34025800559879
Asia and Pacific,Electricity,Scope 2,blue_water_consumption,Mm3,0.0012977341307824242,1.4599077919578534
Middle East,Electricity,Scope 2,blue_water_consumption,Mm3,0.0008221359167544074,0.9248755985130231
America,Electricity,Scope 2,blue_water_consumption,Mm3,0.0004656361200504257,0.5238251686181556
Africa,Electricity,Scope 2,blue_water_consumption,Mm3,3.953393942503712e-05,0.044474368704939315
Asia and Pacific,"Steam, hot water supply and water distribution",Scope 2,blue_water_consumption,Mm3,3.031610339656291e-05,0.034104609349958195
Europe,"Steam, hot water supply and water distribution",Scope 2,blue_water_consumption,Mm3,2.9774995907667365e-05,0.03349588139822507
Middle East,"Steam, hot water supply and water distribution",Scope 2,blue_water_consumption,Mm3,2.743199541342577e-07,0.0003086008366664958
Asia and Pacific,Food and catering,Scope 3,blue_water_consumption,Mm3,38.412760420027574,38.359766204450935
Middle East,Food and catering,Scope 3,blue_water_consumption,Mm3,22.01934539015965,21.988967517710414
Europe,Food and catering,Scope 3,blue_water_consumption,Mm3,7.630820536436785,7.620293062125833
America,Food and catering,Scope 3,blue_water_consumption,Mm3,7.4408800103487795,7.43061457784571
Africa,Food and catering,Scope 3,blue_water_consumption,Mm3,5.17765138928768,5.170508305299331
Denmark,Electricity,Scope 3,blue_water_consumption,Mm3,3.916790672639356,3.911387071153684
Asia and Pacific,Chemical,Scope 3,blue_water_consumption,Mm3,3.5232799271776276,3.518419212822396
Europe,Chemical,Scope 3,blue_water_consumption,Mm3,2.870598057919835,2.8666377829838012
Denmark,Food and catering,Scope 3,blue_water_consumption,Mm3,1.70694109139059,1.7045861967361924
Asia and Pacific,Metal Products,Scope 3,blue_water_consumption,Mm3,1.5008157161790887,1.498745191938333
Europe,Electricity,Scope 3,blue_water_consumption,Mm3,0.6301906971012227,0.629321286486328
Europe,Metal Products,Scope 3,blue_water_consumption,Mm3,0.5800603942590847,0.579260143372538
Europe,Services,Scope 3,blue_water_consumption,Mm3,0.3699196127156289,0.3694092718942997
Asia and Pacific,"Electrical, electronic and measuring equipment",Scope 3,blue_water_consumption,Mm3,0.3388990497510264,0.33843150487518714
Asia and Pacific,Textile,Scope 3,blue_water_consumption,Mm3,0.30526066282362974,0.3048395254412637
America,Chemical,Scope 3,blue_water_consumption,Mm3,0.3045399822398592,0.30411983910788803
