producing_world_region,scope,indicator,unit,value,share_of_scope_pct
Denmark,Outside protocol,blue_water_consumption,Mm3,0.0973758018470864,100.00000000000001
Denmark,Scope 2,blue_water_consumption,Mm3,0.0404665849300418,57.067679162929686
Europe,Scope 2,blue_water_consumption,Mm3,0.028329606059482947,39.95160135726065
Asia and Pacific,Scope 2,blue_water_consumption,Mm3,0.0010522532492195204,1.483931765638812
Middle East,Scope 2,blue_water_consumption,Mm3,0.0006552062664768099,0.9239994199036299
America,Scope 2,blue_water_consumption,Mm3,0.0003744151589132156,0.5280159963964285
Africa,Scope 2,blue_water_consumption,Mm3,3.174795297228434e-05,0.04477229787080605
Asia and Pacific,Scope 3,blue_water_consumption,Mm3,32.35520421572681,43.364075599842046
Middle East,Scope 3,blue_water_consumption,Mm3,18.787911172649235,25.18050558487495
Europe,Scope 3,blue_water_consumption,Mm3,9.803559900979288,13.139225141623669
America,Scope 3,blue_water_consumption,Mm3,5.553236640797221,7.442727664759824
Denmark,Scope 3,blue_water_consumption,Mm3,4.139694327143905,5.5482270043979405
Africa,Scope 3,blue_water_consumption,Mm3,3.973316463105463,5.325239004501579
Denmark,Outside protocol,climate_change,kt CO2eq,263.56770753446403,100.0
Denmark,Scope 1,climate_change,kt CO2eq,131.2330621077094,100.0
Denmark,Scope 2,climate_change,kt CO2eq,62.7074282279024,85.50056085896846
Europe,Scope 2,climate_change,kt CO2eq,7.832286096827634,10.67919500147334
Asia and Pacific,Scope 2,climate_change,kt CO2eq,1.76403779853122,2.405236913921586
Middle East,Scope 2,climate_change,kt CO2eq,0.5471906830938111,0.7460856173416683
America,Scope 2,climate_change,kt CO2eq,0.33165626412467614,0.45220793447294183
Africa,Scope 2,climate_change,kt CO2eq,0.15894114624131225,0.21671367382202245
Europe,Scope 3,climate_change,kt CO2eq,1245.810030661831,32.811019014949714
Denmark,Scope 3,climate_change,kt CO2eq,1167.5822459647416,30.75072629935003
Asia and Pacific,Scope 3,climate_change,kt CO2eq,710.0570137540149,18.70084010128302
Middle East,Scope 3,climate_change,kt CO2eq,268.9234547960982,7.082662983692003
America,Scope 3,climate_change,kt CO2eq,238.90730133513094,6.292124653028344
Africa,Scope 3,climate_change,kt CO2eq,165.64570606600245,4.362626947696879
Denmark,Outside protocol,land_use,km2,0.8864505070789104,100.00000000000001
Asia and Pacific,Scope 2,land_use,km2,0.02767649693160258,40.91472486581434
Europe,Scope 2,land_use,km2,0.018829674933160987,27.836289076140424
Africa,Scope 2,land_use,km2,0.011759802668217507,17.384753996702003
America,Scope 2,land_use,km2,0.009332314900075769,13.79614975989775
Middle East,Scope 2,land_use,km2,4.605382568823541e-05,0.06808230144548201
Europe,Scope 3,land_use,km2,1283.7129073404049,31.1827794172021
Asia and Pacific,Scope 3,land_use,km2,943.2052262676673,22.911478374703048
Africa,Scope 3,land_use,km2,874.8295938466665,21.250560071939283
America,Scope 3,land_use,km2,448.1292036774253,10.8855446017371
Denmark,Scope 3,land_use,km2,373.79594618846346,9.07990912172729
Middle East,Scope 3,land_use,km2,193.06376813773036,4.68972841269118
Denmark,Outside protocol,material_extraction,kt,13.639299955171785,100.0
Europe,Scope 2,material_extraction,kt,0.23095469566148805,88.21390174511767
Asia and Pacific,Scope 2,material_extraction,kt,0.022625144695962066,8.641748051332124
America,Scope 2,material_extraction,kt,0.007060903448727173,2.6969351771514796
Middle East,Scope 2,material_extraction,kt,0.0010948613147830325,0.4181858618209767
Africa,Scope 2,material_extraction,kt,7.652549854331251e-05,0.02922916457775917
Denmark,Scope 3,material_extraction,kt,1691.7696817610688,48.552992373684425
Europe,Scope 3,material_extraction,kt,747.6972118007869,21.45855751747408
Asia and Pacific,Scope 3,material_extraction,kt,620.4648065309499,17.80704746303135
Middle East,Scope 3,material_extraction,kt,221.31594602723445,6.351663323608774
America,Scope 3,material_extraction,kt,127.62745873385529,3.662847902633574
Africa,Scope 3,material_extraction,kt,75.5026833172059,2.1668914195678006
Denmark,Scope 1,waste_generation,kt,42.75704592555413,100.0
Denmark,Scope 2,waste_generation,kt,0.23252174179637164,49.59433314477567
Europe,Scope 2,waste_generation,kt,0.20785747279724118,44.33371551794553
Asia and Pacific,Scope 2,waste_generation,kt,0.014756386263019877,3.1473750828087885
America,Scope 2,waste_generation,kt,0.009913191636347215,2.114374874120607
Middle East,Scope 2,waste_generation,kt,0.0022559584869868182,0.4811711623181819
Africa,Scope 2,waste_generation,kt,0.0015426496244424284,0.3290302180312271
Denmark,Scope 3,waste_generation,kt,69.81865997920892,39.8018620964793
Europe,Scope 3,waste_generation,kt,58.51464145842114,33.35772543681806
Asia and Pacific,Scope 3,waste_generation,kt,23.86697832008546,13.60596407949659
Africa,Scope 3,waste_generation,kt,13.137678192419461,7.489459921435284
America,Scope 3,waste_generation,kt,7.717276200998237,4.399425070662231
Middle East,Scope 3,waste_generation,kt,2.3603275880869705,1.3455633951085413
