producing_country_iso3,producing_world_region,producing_sector_code,producing_sector_name,indicator,unit,value,rank,share_pct,mrio_coverage_pct
DNK,Denmark,POWB,Production of electricity by biomass and waste,blue_water_consumption,Mm3,4.935670658219287,1,7.135980407286937,99.62015029525755
RoW Asia and Pacific,Asia and Pacific,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,3.836689695619123,2,5.547076454784261,99.62015029525755
RoW Middle East,Middle East,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,3.195624997752946,3,4.62022670313839,99.62015029525755
RoW Asia and Pacific,Asia and Pacific,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,2.745926938937282,4,3.9700543640339574,99.62015029525755
RoW Asia and Pacific,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,2.719810902883129,5,3.9322958638212073,99.62015029525755
IND,Asia and Pacific,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,2.569557925706771,6,3.7150604817396453,99.62015029525755
RoW Asia and Pacific,Asia and Pacific,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,2.381798663649391,7,3.4435986059159625,99.62015029525755
IND,Asia and Pacific,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,2.052924258009418,8,2.9681128051774492,99.62015029525755
IND,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,2.023889318595701,9,2.9261341617203516,99.62015029525755
RoW Middle East,Middle East,OCER,Cultivation of cereal grains nec,blue_water_consumption,Mm3,2.020724904674965,10,2.921559059915025,99.62015029525755
RoW Middle East,Middle East,FVEG,"Cultivation of vegetables, fruit, nuts",blue_water_consumption,Mm3,2.007740561827158,11,2.902786329200274,99.62015029525755
CHN,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,1.750507446799864,12,2.530879328905725,99.62015029525755
RoW Middle East,Middle East,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,1.534041469917764,13,2.217913355922391,99.62015029525755
RoW Asia and Pacific,Asia and Pacific,FVEG,"Cultivation of vegetables, fruit, nuts",blue_water_consumption,Mm3,1.395260656574566,14,2.0172643998833135,99.62015029525755
RoW Middle East,Middle East,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,1.196802275943999,15,1.7303337649384445,99.62015029525755
IND,Asia and Pacific,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,1.091656465714336,16,1.5783142130549142,99.62015029525755
CHN,Asia and Pacific,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,1.091068537121745,17,1.5774641873526063,99.62015029525755
CHN,Asia and Pacific,PLAS,"Plastics, basic",blue_water_consumption,Mm3,0.9574069734738088,18,1.3842166298376712,99.62015029525755
RoW Middle East,Middle East,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,0.9459999334074484,19,1.3677243595758517,99.62015029525755
USA,America,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,0.9194858799986396,20,1.3293904068580098,99.62015029525755
OTH,Other,OTHER,All other pairs,blue_water_consumption,Mm3,27.793389810270032,21,40.18361411693761,99.62015029525755
DNK,Denmark,HWAT,Steam and hot water supply,climate_change,kt CO2eq,204.1161306488773,1,4.115906072065179,82.40554054878262
DNK,Denmark,TDRT,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",climate_change,kt CO2eq,157.0782056130383,2,3.167408368052773,82.40554054878262
DNK,Denmark,TWAS,Sea and coastal water transport,climate_change,kt CO2eq,151.3069848366356,3,3.0510344070075965,82.40554054878262
RoW Asia and Pacific,Asia and Pacific,TWAS,Sea and coastal water transport,climate_change,kt CO2eq,141.1900597503676,4,2.8470313560932663,82.40554054878262
DEU,Europe,TWAS,Sea and coastal water transport,climate_change,kt CO2eq,109.5966388004601,5,2.209964835619566,82.40554054878262
